CustID,CreditScore,Geography,Gender,Age,Tenure,Balance,Num Of accounts,Cr Card,active member,monthly Salary,Bank customer Exited
2597,833,France,Female,28,4,136674.51,2,0,Inactive,5278.78,Non_exited
2598,592,Spain,Female,40,2,200322.45,1,1,Active,113244.73,Non_exited
2599,587,Spain,Male,48,1,0,2,1,Active,8908,Non_exited
2600,550,Spain,Male,62,7,80927.56,1,0,Active,64490.67,Non_exited
2601,680,France,Female,24,10,0,3,1,Inactive,154971.63,Exited
2602,622,Spain,Female,41,9,0,2,1,Active,155786.39,Non_exited
2603,594,Germany,Male,28,0,142574.71,2,1,Inactive,129084.82,Non_exited
2604,643,Germany,Female,34,7,160426.07,1,0,Active,188533.11,Non_exited
2605,540,France,Male,25,5,116160.23,1,1,Inactive,13411.67,Non_exited
2606,635,Spain,Female,34,5,98683.47,2,1,Inactive,15733.19,Non_exited
2607,657,France,Male,32,3,118829.03,2,1,Active,73127.61,Non_exited
2608,814,France,Male,31,1,118870.92,1,1,Inactive,101704.19,Non_exited
2609,600,France,Male,32,1,0,1,1,Active,101986.16,Non_exited
2610,682,France,Female,46,2,0,1,1,Active,114442.66,Non_exited
2611,682,France,Male,38,4,107192.38,1,1,Active,15669.17,Non_exited
2612,566,France,Male,42,3,108010.78,1,1,Active,157486.1,Non_exited
2613,550,Spain,Male,34,3,0,2,0,Inactive,131281.28,Non_exited
2614,630,France,Male,26,7,129837.72,2,0,Active,197001.15,Non_exited
2615,546,Germany,Female,58,3,106458.31,4,1,Inactive,128881.87,Exited
2616,486,France,Male,63,9,97009.15,1,1,Active,85101,Non_exited
2617,762,Spain,Male,35,9,122929.42,2,0,Inactive,149822.04,Non_exited
2618,692,Germany,Male,45,6,152296.83,4,0,Active,108040.86,Exited
2619,498,France,Female,30,1,0,2,0,Inactive,135795.53,Non_exited
2620,850,Spain,Male,49,8,0,1,0,Inactive,25867.67,Exited
2621,603,France,Male,35,6,128993.76,2,1,Inactive,130483.56,Non_exited
2622,551,France,Female,36,5,0,1,1,Inactive,183479.12,Non_exited
2623,627,Germany,Male,27,0,185267.45,2,1,Active,77027.34,Non_exited
2624,515,France,Female,28,9,0,2,0,Inactive,94141.75,Non_exited
2625,605,Spain,Female,29,3,116805.82,1,0,Inactive,4092.75,Non_exited
2626,567,Germany,Male,29,5,129750.68,1,1,Inactive,109257.59,Non_exited
2627,568,Germany,Female,29,2,129177.01,2,0,Active,104617.99,Non_exited
2628,571,Germany,Male,25,6,82506.72,2,1,Inactive,167705.07,Non_exited
2629,634,Germany,Male,48,2,107247.69,1,1,Active,103712.05,Exited
2630,768,Spain,Female,42,3,0,1,0,Inactive,161242.99,Exited
2631,554,Germany,Female,36,3,157780.93,2,1,Inactive,6089.13,Non_exited
2632,629,France,Male,35,1,172170.36,1,1,Active,159777.37,Non_exited
2633,638,Spain,Male,48,2,0,2,1,Active,7919.08,Non_exited
2634,576,France,Male,41,1,0,1,1,Active,188274.6,Non_exited
2635,661,Spain,Female,42,9,75361.44,1,1,Inactive,27608.12,Exited
2636,592,France,Female,27,4,0,2,1,Active,183569.25,Non_exited
2637,702,Spain,Male,30,2,0,2,1,Active,145537.32,Non_exited
2638,647,France,Female,29,0,98263.46,2,1,Inactive,164717.95,Non_exited
2639,593,France,Male,43,9,0,2,1,Active,76357.43,Non_exited
2640,712,Germany,Female,40,3,109308.79,2,1,Inactive,120158.72,Exited
2641,625,Spain,Female,31,8,0,2,1,Inactive,151843.54,Non_exited
2642,538,Germany,Female,28,6,164365.44,1,0,Active,5698.97,Non_exited
2643,637,Spain,Female,22,5,98800,1,1,Inactive,122865.55,Non_exited
2644,632,France,Male,27,4,193125.85,1,1,Active,152665.85,Non_exited
2645,736,France,Male,27,5,51522.75,1,0,Active,192131.77,Non_exited
2646,755,France,Male,23,5,84284.48,2,1,Active,62851.6,Non_exited
2647,425,Spain,Female,39,5,0,2,1,Inactive,140941.47,Non_exited
2648,461,France,Male,51,9,119889.84,1,0,Inactive,56767.67,Exited
2649,745,France,Male,21,4,137910.45,1,1,Active,177235.23,Non_exited
2650,616,France,Female,37,6,0,2,1,Inactive,86242.18,Non_exited
2651,587,France,Male,33,5,100116.82,1,1,Inactive,34215.58,Non_exited
2652,850,Germany,Male,40,4,166082.15,2,0,Active,44406.17,Non_exited
2653,601,France,Female,38,0,0,2,1,Inactive,165196.65,Non_exited
2654,730,Spain,Male,26,3,0,1,1,Inactive,34542.41,Non_exited
2655,532,France,Male,44,3,148595.55,1,1,Inactive,74838.64,Exited
2656,850,Germany,Male,53,2,94078.97,2,1,Inactive,36980.54,Non_exited
2657,779,Spain,Female,34,5,0,2,0,Active,111676.63,Non_exited
2658,562,France,Male,29,9,0,1,1,Active,25858.68,Non_exited
2659,670,Germany,Male,40,2,164948.98,3,0,Inactive,177028,Exited
2660,729,France,Female,62,4,140549.4,1,1,Inactive,30990.16,Exited
2661,767,France,Female,44,2,152509.25,1,1,Active,136915.15,Non_exited
2662,742,France,Female,28,2,191864.51,1,1,Inactive,108457.99,Exited
2663,669,France,Female,44,8,96418.09,1,0,Inactive,131609.48,Exited
2664,542,Spain,Male,32,2,131945.94,1,0,Active,159737.56,Non_exited
2665,586,France,Male,29,3,0,2,1,Active,142238.54,Non_exited
2666,612,Germany,Male,30,9,142910.15,1,1,Inactive,105890.55,Exited
2667,740,France,Female,37,7,0,2,1,Active,194270.91,Non_exited
2668,584,France,Male,35,3,146311.58,1,1,Active,105443.47,Non_exited
2669,524,France,Male,52,2,87894.26,1,1,Inactive,173899.42,Exited
2670,614,France,Female,19,5,97445.49,2,1,Inactive,122823.34,Non_exited
2671,598,France,Female,64,9,0,1,0,Active,13181.37,Exited
2672,799,Spain,Male,35,7,0,2,0,Active,140780.8,Non_exited
2673,724,France,Male,34,2,154485.74,2,0,Inactive,78560.64,Non_exited
2674,601,France,Male,50,2,115625.07,1,1,Inactive,185855.21,Non_exited
2675,804,France,Male,25,7,108396.67,1,1,Inactive,128276.95,Non_exited
2676,745,Germany,Male,38,5,65095.41,2,1,Active,140197.42,Non_exited
2677,667,Germany,Male,43,1,103018.45,1,1,Inactive,32462.39,Exited
2678,518,France,Female,38,10,84764.79,1,1,Active,162253.9,Non_exited
2679,819,France,Female,38,10,0,2,1,Inactive,30498.7,Non_exited
2680,520,Spain,Female,35,4,115680.81,1,1,Active,90280.7,Non_exited
2681,625,France,Female,39,5,0,2,1,Inactive,32615.21,Non_exited
2682,673,Germany,Male,36,5,73088.06,2,0,Inactive,196142.26,Non_exited
2683,656,Germany,Female,27,3,150905.03,2,1,Inactive,16998.72,Non_exited
2684,850,Spain,Female,23,9,143054.85,1,0,Active,62980.96,Non_exited
2685,574,Spain,Female,28,7,0,2,0,Inactive,185660.3,Non_exited
2686,679,France,Male,60,6,0,2,1,Active,77331.77,Non_exited
2687,530,Germany,Female,42,0,99948.45,1,0,Active,97338.62,Non_exited
2688,508,France,Male,44,3,115451.05,2,0,Inactive,67234.33,Non_exited
2689,558,Germany,Male,32,4,108235.91,1,1,Active,143783.28,Non_exited
2690,414,France,Male,38,8,0,1,0,Active,77661.12,Exited
2691,648,Spain,Male,42,2,98795.61,2,1,Inactive,89123.99,Non_exited
2692,721,France,Female,37,1,0,2,1,Inactive,70810.8,Non_exited
2693,751,France,Male,31,8,0,2,0,Inactive,17550.49,Non_exited
2694,662,France,Male,34,2,0,2,0,Active,21497.27,Non_exited
2695,628,Germany,Male,29,3,113146.98,2,0,Active,124749.08,Non_exited
2696,597,Germany,Female,39,8,162532.14,3,1,Inactive,36051.46,Exited
2697,698,Spain,Female,40,0,92053.44,1,1,Active,143681.83,Non_exited
2698,723,France,Male,48,7,0,2,1,Active,150694.58,Non_exited
2699,586,France,Female,28,5,0,3,1,Inactive,170487.4,Exited
2700,633,Germany,Female,29,8,104944.1,1,1,Active,97684.46,Non_exited
2701,564,France,Male,31,4,0,2,1,Inactive,53520.03,Non_exited
2702,649,France,Female,31,2,0,2,1,Inactive,15200.61,Non_exited
2703,622,France,Female,30,4,107879.04,1,0,Active,196894.62,Non_exited
2704,459,Germany,Male,46,7,110356.42,1,1,Inactive,4969.13,Exited
2705,718,France,Male,27,2,0,2,0,Inactive,26229.24,Non_exited
2706,655,Spain,Female,34,4,109783.69,2,1,Inactive,134034.32,Non_exited
2707,696,France,Male,22,9,149777,1,1,Active,198032.93,Non_exited
2708,637,France,Female,38,3,104339.56,1,0,Inactive,119882.86,Non_exited
2709,630,Spain,Female,21,1,85818.18,1,1,Active,133102.3,Non_exited
2710,592,France,Male,37,4,212692.97,1,0,Inactive,176395.02,Non_exited
2711,634,Germany,Male,37,1,89696.84,2,1,Active,193179.88,Non_exited
2712,608,France,Female,28,9,0,2,1,Active,125062.02,Non_exited
2713,565,Germany,Female,32,9,68067.24,1,1,Inactive,143287.58,Non_exited
2714,763,Spain,Male,67,9,148564.66,1,0,Active,87236.4,Non_exited
2715,665,France,Female,55,8,136354.16,1,1,Active,93769.89,Non_exited
2716,649,France,Male,38,1,122214,1,0,Active,88965.46,Non_exited
2717,695,France,Male,45,3,0,2,1,Active,30793.61,Non_exited
2718,775,Germany,Male,70,6,119684.88,2,1,Active,74532.02,Non_exited
2719,788,France,Female,39,3,135139.33,1,0,Active,113086.08,Non_exited
2720,569,Germany,Female,42,9,146100.75,1,1,Inactive,32574.01,Exited
2721,726,Spain,Female,56,8,123110.9,3,0,Active,130113.78,Exited
2722,564,Germany,Female,44,3,111760.4,3,1,Active,104722.47,Exited
2723,544,France,Female,32,9,110728.39,1,1,Active,14559.62,Non_exited
2724,614,France,Female,41,8,121558.46,1,1,Active,598.8,Non_exited
2725,453,Germany,Female,38,8,120623.21,1,1,Inactive,129697.99,Non_exited
2726,471,France,Female,58,4,114713.57,1,1,Active,36315.03,Non_exited
2727,829,Germany,Female,37,3,103457.76,1,0,Inactive,1114.12,Non_exited
2728,754,Germany,Male,57,2,101134.87,2,1,Active,70954.41,Non_exited
2729,749,Germany,Male,46,10,78136.36,2,1,Active,73470.98,Non_exited
2730,667,France,Male,23,1,0,2,1,Inactive,91573.19,Non_exited
2731,670,Spain,Male,30,3,133446.34,1,0,Inactive,3154.95,Non_exited
2732,670,France,Female,33,7,0,2,1,Active,88187.81,Non_exited
2733,623,Germany,Female,48,1,108076.33,1,1,Inactive,118855.26,Exited
2734,571,France,Male,32,5,131354.25,1,1,Inactive,125256.53,Non_exited
2735,641,Germany,Female,37,7,62974.64,2,0,Active,39016.43,Non_exited
2736,551,Germany,Female,30,2,143340.44,1,1,Inactive,145796.49,Non_exited
2737,741,Germany,Male,36,8,116993.43,2,1,Inactive,168816.22,Non_exited
2738,472,France,Male,31,4,58662.92,2,0,Active,73322,Non_exited
2739,650,Spain,Male,41,3,128808.65,3,0,Inactive,113677.53,Exited
2740,625,France,Male,45,7,137555.44,1,0,Inactive,124607.7,Non_exited
2741,650,Germany,Male,34,4,142393.11,1,1,Active,11276.48,Non_exited
2742,535,France,Female,38,8,0,2,1,Inactive,136620.64,Non_exited
2743,649,France,Female,41,2,125785.23,1,1,Active,70523.92,Non_exited
2744,689,France,Male,22,4,136444.25,1,1,Inactive,51980.25,Exited
2745,694,Spain,Male,38,7,121527.4,1,1,Inactive,113481.02,Non_exited
2746,655,Germany,Male,52,9,144696.75,1,1,Active,49025.79,Non_exited
2747,620,France,Male,36,8,0,2,1,Active,145937.99,Non_exited
2748,577,France,Female,35,10,0,2,1,Active,25161.61,Non_exited
2749,401,Germany,Male,48,8,128140.17,1,1,Inactive,175753.55,Exited
2750,599,France,Male,25,6,120383.41,1,1,Active,24903.09,Non_exited
2751,481,France,Female,57,9,0,3,1,Active,169719.35,Exited
2752,704,France,Male,42,8,129735.3,2,1,Active,179565.57,Non_exited
2753,698,Spain,Female,31,8,185078.26,1,0,Inactive,115337.74,Exited
2754,480,France,Female,28,6,0,2,0,Inactive,48131.92,Non_exited
2755,682,France,Male,42,0,0,1,1,Active,160828.98,Non_exited
2756,700,Spain,Male,31,7,0,2,0,Active,145151.96,Non_exited
2757,492,France,Male,29,1,144591.96,1,1,Active,196293.76,Non_exited
2758,444,France,Female,45,4,0,2,1,Inactive,161653.5,Exited
2759,624,France,Male,36,6,0,2,0,Inactive,84635.64,Non_exited
2760,709,France,Male,37,7,0,1,1,Inactive,159486.76,Non_exited
2761,557,Germany,Male,68,2,100194.44,1,1,Active,38596.34,Non_exited
2762,646,Germany,Male,50,6,145295.31,2,1,Active,27814.74,Non_exited
2763,719,Germany,Male,28,3,106070.29,2,1,Active,183893.31,Non_exited
2764,706,Germany,Female,47,6,120621.89,1,1,Active,140803.7,Non_exited
2765,660,France,Male,38,7,0,2,0,Active,146585.53,Non_exited
2766,667,France,Male,36,9,0,2,1,Active,40062.29,Non_exited
2767,705,France,Male,30,1,0,1,1,Active,181300.32,Non_exited
2768,598,Germany,Female,27,10,171283.91,1,1,Active,84136.12,Non_exited
2769,669,France,Male,26,4,0,2,1,Active,197594.34,Non_exited
2770,580,Germany,Female,38,1,128218.47,1,1,Inactive,125953.83,Exited
2771,676,France,Female,32,5,0,2,1,Active,75465.41,Non_exited
2772,714,Germany,Male,28,7,77776.39,1,1,Inactive,177737.07,Non_exited
2773,597,Germany,Female,72,6,124978.19,2,1,Active,7144.46,Non_exited
2774,559,France,Male,29,1,0,2,0,Inactive,155639.76,Non_exited
2775,564,France,Female,28,1,0,1,1,Active,162428.05,Non_exited
2776,850,Spain,Male,51,3,109799.55,2,1,Active,12457.76,Exited
2777,689,France,Male,39,7,0,2,0,Inactive,14917.09,Non_exited
2778,758,Germany,Female,61,8,125397.21,1,1,Inactive,182184.09,Exited
2779,604,Spain,Female,71,10,0,2,1,Active,129984.2,Non_exited
2780,733,Germany,Male,38,9,111347.37,2,0,Active,194872.97,Non_exited
2781,778,Spain,Male,40,8,104291.41,2,1,Active,117507.11,Non_exited
2782,732,Germany,Female,61,9,94867.18,2,1,Active,157527.6,Exited
2783,646,France,Male,24,8,0,2,0,Inactive,92612.88,Non_exited
2784,597,France,Female,33,6,135703.59,2,0,Inactive,74850.84,Non_exited
2785,821,Germany,Female,37,5,106453.53,2,0,Active,127413,Non_exited
2786,640,France,Male,43,7,132412.38,1,0,Inactive,69584.3,Exited
2787,511,Germany,Female,40,9,124401.6,1,1,Inactive,198814.24,Exited
2788,805,France,Male,46,6,118022.06,3,1,Inactive,162643.15,Exited
2789,540,Germany,Male,39,1,82531.11,1,1,Inactive,114092.52,Non_exited
2790,705,Spain,Male,44,0,184552.12,1,1,Inactive,68860.3,Exited
2791,540,Germany,Male,39,4,127278.31,1,1,Active,16150.34,Non_exited
2792,532,Spain,Female,66,3,0,1,1,Active,115227.02,Non_exited
2793,535,France,Female,45,2,0,2,0,Active,170621.55,Non_exited
2794,627,Germany,Male,23,5,184244.86,1,1,Inactive,103099.22,Non_exited
2795,646,France,Male,52,8,59669.43,1,0,Inactive,172495.81,Exited
2796,515,France,Female,25,7,79543.59,1,0,Active,38772.82,Non_exited
2797,697,France,Female,39,6,151553.19,1,1,Active,44946.29,Non_exited
2798,652,Germany,Male,27,2,166527.88,2,0,Active,146007.7,Non_exited
2799,579,Germany,Male,28,6,150329.15,1,1,Inactive,145558.42,Non_exited
2800,760,France,Male,43,8,121911.59,1,1,Inactive,193312.33,Non_exited
2801,769,France,Male,51,9,156773.78,2,1,Inactive,40257.79,Non_exited
2802,498,Spain,Male,29,8,127864.26,1,1,Active,46677.9,Non_exited
2803,774,France,Male,53,4,113709.28,1,1,Active,153887.93,Exited
2804,705,Germany,Female,43,7,79974.55,1,1,Active,103108.33,Non_exited
2805,648,France,Female,44,2,0,2,1,Active,58652.23,Non_exited
2806,688,France,Female,51,5,0,1,1,Inactive,91624.11,Exited
2807,592,Spain,Male,38,0,0,1,1,Inactive,65986.48,Exited
2808,705,France,Male,33,3,144427.96,2,1,Inactive,113845.19,Non_exited
2809,654,France,Male,42,7,99263.09,1,1,Active,67607.9,Non_exited
2810,624,France,Female,32,2,79368.87,2,1,Active,145471.94,Non_exited
2811,594,France,Female,30,10,0,2,1,Active,124071.71,Non_exited
2812,695,Spain,Female,34,9,0,2,1,Active,67502.12,Non_exited
2813,597,France,Male,28,2,0,3,1,Active,78707.97,Non_exited
2814,758,France,Female,52,7,125095.94,1,1,Inactive,171189.83,Exited
2815,737,Germany,Female,40,2,162485.8,2,1,Inactive,149381.32,Non_exited
2816,694,Germany,Male,37,1,95668.82,2,1,Inactive,100335.55,Non_exited
2817,683,France,Male,25,4,0,2,1,Inactive,152698.24,Non_exited
2818,538,Spain,Female,30,8,0,2,1,Active,41192.95,Non_exited
2819,669,France,Male,37,4,0,1,1,Inactive,132540.33,Non_exited
2820,730,France,Female,34,5,74197.38,2,1,Inactive,96875.52,Non_exited
2821,622,France,Female,31,1,89688.94,1,1,Active,152305.47,Non_exited
2822,714,Spain,Female,33,10,103121.33,2,1,Active,49672.01,Non_exited
2823,569,Spain,Female,34,3,0,1,1,Inactive,133997.53,Non_exited
2824,668,Germany,Female,59,5,120170.07,1,0,Active,50454.8,Non_exited
2825,628,France,Male,32,9,149136.31,2,1,Active,16402.11,Non_exited
2826,600,France,Male,40,1,141136.79,1,1,Active,67803.83,Non_exited
2827,693,France,Female,43,4,152341.55,1,1,Inactive,9241.78,Non_exited
2828,704,France,Male,36,7,120026.98,2,0,Active,100601.73,Non_exited
2829,527,Spain,Male,33,9,132168.28,1,0,Inactive,98734.15,Non_exited
2830,553,Germany,Male,43,6,85200.82,2,1,Active,160574.09,Non_exited
2831,575,Spain,Male,53,1,84903.33,2,0,Active,26015.8,Non_exited
2832,626,France,Female,32,0,0,2,0,Inactive,187172.54,Non_exited
2833,582,France,Male,20,4,0,1,1,Active,55763.66,Non_exited
2834,683,Spain,Male,40,8,0,1,1,Inactive,75848.22,Non_exited
2835,850,France,Male,30,9,121535.18,1,0,Inactive,40313.47,Non_exited
2836,653,Spain,Male,35,6,116662.96,2,1,Active,23864.21,Non_exited
2837,679,France,Male,60,8,0,2,1,Active,51380.9,Non_exited
2838,549,Germany,Female,49,6,124829.16,1,0,Active,93551.36,Non_exited
2839,850,Spain,Female,36,2,155180.56,2,0,Inactive,169415.54,Non_exited
2840,558,Germany,Female,32,1,108262.87,1,1,Active,6935.31,Non_exited
2841,528,Spain,Male,40,4,0,2,1,Inactive,25399.7,Non_exited
2842,801,France,Male,38,5,0,2,1,Inactive,66256.27,Non_exited
2843,513,Spain,Male,48,2,0,1,1,Active,114709.13,Exited
2844,666,Germany,Male,38,6,99812.88,2,1,Active,158357.97,Non_exited
2845,606,France,Male,35,2,132164.26,1,0,Active,164815.59,Non_exited
2846,599,Germany,Male,45,10,103583.05,1,1,Inactive,132127.69,Exited
2847,544,Germany,Male,39,4,142406.43,2,1,Inactive,146637.45,Non_exited
2848,529,Spain,Male,38,7,99842.5,2,1,Inactive,90256.06,Exited
2849,850,France,Female,41,5,0,2,1,Active,34827.43,Non_exited
2850,497,France,Male,41,9,0,1,0,Inactive,22074.48,Non_exited
2851,764,France,Female,39,5,81042.42,1,0,Active,109805.17,Non_exited
2852,603,France,Female,48,5,0,1,1,Inactive,100478.6,Exited
2853,609,France,Male,40,6,0,2,1,Active,97416.34,Non_exited
2854,487,France,Male,53,4,199689.49,1,1,Active,24207.86,Exited
2855,748,France,Male,33,1,142645.43,1,0,Inactive,69132.66,Non_exited
2856,710,Spain,Female,75,5,0,2,1,Active,9376.89,Non_exited
2857,432,Germany,Female,45,3,110219.14,1,1,Inactive,43046.7,Exited
2858,534,Spain,Male,51,3,0,2,0,Active,20856.31,Non_exited
2859,607,France,Male,25,3,0,2,0,Inactive,187048.72,Non_exited
2860,551,Spain,Male,32,4,0,2,1,Inactive,53420.53,Non_exited
2861,674,France,Male,45,7,142072.02,1,1,Inactive,37013.29,Non_exited
2862,525,France,Female,25,6,0,2,1,Inactive,89566.64,Non_exited
2863,645,Germany,Male,33,8,149564.61,1,0,Inactive,149913.84,Non_exited
2864,755,France,Female,43,9,0,2,1,Inactive,18066.69,Non_exited
2865,708,Germany,Male,37,8,153366.13,1,1,Active,26912.34,Non_exited
2866,715,France,Male,21,6,76467.16,1,1,Active,173511.72,Non_exited
2867,727,France,Female,26,9,121508.28,1,1,Active,146785.44,Non_exited
2868,559,Spain,Female,27,1,0,1,0,Active,1050.33,Non_exited
2869,545,Spain,Male,36,8,73211.12,2,1,Inactive,89587.34,Exited
2870,524,France,Male,22,9,0,2,1,Inactive,74405.34,Non_exited
2871,707,France,Female,55,1,0,2,0,Active,54409.48,Non_exited
2872,671,Spain,Male,38,0,92674.94,2,1,Inactive,3647.57,Non_exited
2873,439,Spain,Male,52,3,96196.24,4,1,Inactive,198874.52,Exited
2874,667,Germany,Female,36,1,114391.62,1,1,Active,53412.54,Non_exited
2875,831,Germany,Male,32,9,80262.66,1,1,Inactive,194867.78,Non_exited
2876,545,Spain,Female,33,7,173331.52,1,1,Inactive,150452.88,Non_exited
2877,604,Spain,Female,35,7,147285.52,1,1,Active,57807.05,Non_exited
2878,657,Spain,Male,67,5,119785.47,2,1,Active,107534.32,Non_exited
2879,487,Spain,Female,36,1,140137.15,1,1,Inactive,194073.33,Non_exited
2880,750,Germany,Female,52,6,107467.56,1,1,Inactive,126233.18,Exited
2881,694,Germany,Female,37,8,98218.04,2,1,Inactive,182354.46,Exited
2882,711,Germany,Female,35,2,133607.75,1,1,Active,120586.32,Non_exited
2883,551,France,Male,37,3,0,2,1,Active,50578.4,Non_exited
2884,559,France,Female,38,8,95139.41,1,1,Active,86575.46,Non_exited
2885,620,France,Female,29,3,0,2,0,Active,153392.28,Non_exited
2886,660,Spain,Male,42,5,0,2,1,Inactive,115509.59,Non_exited
2887,449,France,Female,37,6,0,2,1,Inactive,82176.48,Non_exited
2888,703,Germany,Female,26,1,97331.19,1,1,Inactive,63717.49,Non_exited
2889,795,Germany,Male,37,2,139265.63,2,1,Active,198745.94,Non_exited
2890,594,France,Female,31,9,0,1,0,Active,5719.11,Non_exited
2891,586,Spain,Male,34,5,168094.01,1,0,Inactive,20058.61,Non_exited
2892,613,Germany,Female,30,5,131563.88,2,1,Inactive,170638.98,Non_exited
2893,601,France,Male,44,3,0,2,1,Inactive,30607.11,Non_exited
2894,657,France,Male,50,9,0,2,0,Inactive,37171.46,Non_exited
2895,531,France,Male,31,3,0,1,1,Active,42589.33,Non_exited
2896,621,Germany,Male,47,7,107363.29,1,1,Active,66799.28,Non_exited
2897,782,France,Female,33,2,94493.03,1,0,Active,101866.39,Non_exited
2898,528,Germany,Female,29,9,170214.23,2,1,Inactive,49284,Non_exited
2899,696,France,Male,52,6,139781.06,1,1,Inactive,27445.4,Exited
2900,586,France,Female,35,7,0,2,1,Inactive,70760.69,Non_exited
2901,626,Spain,Female,26,8,148610.41,3,0,Active,104502.02,Exited
2902,498,France,Male,73,2,170241.7,2,1,Active,165407.96,Non_exited
2903,691,France,Female,33,1,128306.83,1,1,Active,113580.79,Non_exited
2904,568,France,Female,47,7,0,2,1,Active,45978.39,Non_exited
2905,715,France,Female,35,3,0,1,1,Active,152012.36,Non_exited
2906,680,Germany,Male,32,7,175454,1,0,Active,77349.92,Non_exited
2907,802,Spain,Male,41,6,0,2,1,Inactive,47322.05,Non_exited
2908,539,France,Female,22,0,100885.93,2,1,Active,38772.65,Non_exited
2909,494,France,Male,69,9,93320.8,1,1,Active,24489.44,Non_exited
2910,594,Germany,Male,38,6,63176.44,2,1,Active,14466.08,Non_exited
2911,596,France,Male,33,2,139451.67,1,0,Inactive,63142.12,Non_exited
2912,649,France,Female,52,8,49113.75,1,1,Inactive,41858.43,Non_exited
2913,699,Germany,Male,32,1,123906.22,3,1,Active,127443.82,Exited
2914,787,France,Female,40,6,0,2,1,Active,84151.98,Non_exited
2915,604,France,Male,28,7,0,2,0,Inactive,58595.64,Non_exited
2916,489,Germany,Female,52,1,131441.51,1,1,Inactive,37240.11,Exited
2917,651,France,Male,56,2,0,1,1,Inactive,114522.68,Exited
2918,698,France,Male,57,6,136325.48,2,1,Active,72549.27,Exited
2919,578,Germany,Female,38,4,113150.44,2,1,Inactive,176712.59,Exited
2920,538,Spain,Female,42,9,0,1,0,Inactive,152855.96,Non_exited
2921,696,France,Female,33,4,0,2,1,Active,73371.65,Non_exited
2922,507,Germany,Female,46,8,102785.16,1,1,Active,70323.68,Non_exited
2923,685,Spain,Male,34,6,83264.28,1,0,Inactive,9663.28,Non_exited
2924,705,Germany,Male,41,4,72252.64,2,1,Active,142514.66,Non_exited
2925,499,Germany,Female,29,6,148051.52,1,1,Inactive,118623.94,Non_exited
2926,717,France,Female,76,9,138489.66,1,1,Active,68400.14,Non_exited
2927,510,France,Male,63,8,0,2,1,Active,115291.86,Non_exited
2928,632,France,Male,32,6,111589.33,1,1,Active,170382.99,Non_exited
2929,668,Germany,Female,39,0,122104.79,1,1,Inactive,112946.67,Exited
2930,744,Germany,Male,32,4,96106.83,1,1,Active,79812.77,Non_exited
2931,663,Germany,Male,42,7,115930.87,1,1,Inactive,19862.78,Non_exited
2932,638,Germany,Female,37,7,124513.66,2,1,Inactive,158610.89,Non_exited
2933,688,France,Female,54,9,0,1,1,Inactive,191212.63,Exited
2934,588,Spain,Male,46,8,0,1,1,Inactive,61931.21,Non_exited
2935,631,France,Male,33,7,0,1,1,Active,58043.02,Exited
2936,687,Spain,Male,35,8,100988.39,2,1,Inactive,22247.27,Non_exited
2937,599,France,Male,44,10,118577.24,1,1,Active,31448.52,Non_exited
2938,718,Spain,Male,28,6,0,2,1,Inactive,146875.86,Non_exited
2939,730,France,Male,27,5,0,2,1,Active,116081.93,Non_exited
2940,533,France,Female,39,2,0,1,0,Active,73669.94,Exited
2941,711,Spain,Female,28,5,0,2,1,Active,93959.96,Non_exited
2942,555,Spain,Female,26,9,0,2,0,Active,158918.03,Non_exited
2943,850,France,Female,42,9,113311.11,1,1,Active,198193.75,Non_exited
2944,678,France,Female,41,9,0,1,0,Inactive,13160.03,Non_exited
2945,576,France,Male,32,7,0,2,1,Inactive,4660.91,Non_exited
2946,835,Germany,Male,20,4,124365.42,1,0,Inactive,180197.74,Exited
2947,592,France,Male,42,1,147249.29,2,1,Active,63023.02,Non_exited
2948,774,France,Male,36,7,103688.19,1,0,Active,118971.74,Non_exited
2949,620,France,Female,29,1,138740.24,2,0,Inactive,154700.61,Non_exited
2950,519,Spain,Male,39,4,111900.14,1,1,Active,97577.17,Non_exited
2951,734,Spain,Female,37,0,152760.24,1,1,Active,48990.5,Non_exited
2952,763,Germany,Male,31,7,143966.3,2,1,Active,140262.96,Exited
2953,733,France,Male,51,10,141556.96,1,1,Inactive,130189.53,Non_exited
2954,650,France,Female,43,6,0,2,1,Active,16301.91,Non_exited
2955,538,France,Female,33,5,0,2,1,Inactive,126962.41,Non_exited
2956,577,France,Female,46,1,0,1,1,Active,158750.53,Non_exited
2957,792,France,Male,30,8,0,2,1,Inactive,199644.2,Non_exited
2958,686,France,Female,41,10,0,1,1,Active,144272.71,Exited
2959,589,France,Male,29,2,0,2,0,Active,98320.27,Non_exited
2960,530,France,Male,25,9,162560.32,1,1,Inactive,64129.03,Non_exited
2961,778,Germany,Female,29,7,123229.46,1,1,Inactive,181221.09,Non_exited
2962,616,Spain,Male,31,7,76665.71,2,1,Active,163809.08,Non_exited
2963,550,France,Male,38,9,140278.99,3,1,Active,171457.06,Exited
2964,655,France,Female,51,3,0,2,0,Active,15801.02,Non_exited
2965,721,France,Male,46,1,115764.32,2,0,Inactive,102950.79,Non_exited
2966,499,Germany,Male,36,5,131142.53,2,1,Inactive,174918.46,Non_exited
2967,511,France,Male,45,5,68375.27,1,1,Inactive,193160.25,Exited
2968,579,Germany,Female,39,5,117833.3,3,0,Inactive,5831,Exited
